,agency,power,verb_count,av,pv
u2748,28,25,40,0.7,0.625
u2746,0,1,18,0.0,0.05555555555555555
u2744,2,1,2,1.0,0.5
u2747,5,8,19,0.2631578947368421,0.42105263157894735
u2749,0,0,0,,
u2751,12,13,22,0.5454545454545454,0.5909090909090909
u2750,-1,1,1,-1.0,1.0
u2756,3,5,5,0.6,1.0
u2760,-2,-2,10,-0.2,-0.2
u2762,9,4,11,0.8181818181818182,0.36363636363636365
u2753,-2,-1,3,-0.6666666666666666,-0.3333333333333333
u2765,2,3,8,0.25,0.375
u2759,-1,-3,5,-0.2,-0.6
u2752,1,4,4,0.25,1.0
u2755,1,1,1,1.0,1.0
u2757,2,1,2,1.0,0.5
u2761,0,0,2,0.0,0.0
u2763,1,-5,5,0.2,-1.0
u2764,0,0,0,,
u2766,8,-1,8,1.0,-0.125
u2758,1,0,1,1.0,0.0
u2767,6,5,6,1.0,0.8333333333333334
u2784,108,120,211,0.5118483412322274,0.5687203791469194
u2782,-1,2,15,-0.06666666666666667,0.13333333333333333
u2768,7,20,54,0.12962962962962962,0.37037037037037035
u2775,-1,7,30,-0.03333333333333333,0.23333333333333334
u2769,0,-1,2,0.0,-0.5
u2770,0,1,3,0.0,0.3333333333333333
u2771,3,6,8,0.375,0.75
u2772,5,4,9,0.5555555555555556,0.4444444444444444
u2773,1,1,1,1.0,1.0
u2777,11,20,28,0.39285714285714285,0.7142857142857143
u2778,1,2,3,0.3333333333333333,0.6666666666666666
u2779,2,7,7,0.2857142857142857,1.0
u2785,-2,-2,2,-1.0,-1.0
u2789,-6,4,17,-0.35294117647058826,0.23529411764705882
u2786,1,3,13,0.07692307692307693,0.23076923076923078
u2788,-2,0,2,-1.0,0.0
u2800,2,10,16,0.125,0.625
u2792,1,0,2,0.5,0.0
u2799,0,1,7,0.0,0.14285714285714285
u2793,-2,1,2,-1.0,0.5
u2803,-4,-2,4,-1.0,-0.5
u2794,1,2,3,0.3333333333333333,0.6666666666666666
u2797,-2,1,4,-0.5,0.25
u2795,1,1,1,1.0,1.0
u2796,1,0,1,1.0,0.0
u2802,-2,0,4,-0.5,0.0
u2801,0,0,0,,
u2798,0,0,0,,
u2804,53,53,95,0.5578947368421052,0.5578947368421052
u2808,7,9,15,0.4666666666666667,0.6
u2812,21,27,68,0.3088235294117647,0.39705882352941174
u2807,49,46,82,0.5975609756097561,0.5609756097560976
u2813,5,7,14,0.35714285714285715,0.5
u2814,4,4,6,0.6666666666666666,0.6666666666666666
u2811,2,1,4,0.5,0.25
u2805,1,1,4,0.25,0.25
u2806,3,3,3,1.0,1.0
u2815,7,12,34,0.20588235294117646,0.35294117647058826
u2821,-1,-3,5,-0.2,-0.6
u2820,4,1,18,0.2222222222222222,0.05555555555555555
u2819,1,1,1,1.0,1.0
u2826,0,0,0,,
u2817,0,3,5,0.0,0.6
u2823,3,3,3,1.0,1.0
u2818,1,0,2,0.5,0.0
u2824,0,0,0,,
u2825,0,0,0,,
u2827,1,2,2,0.5,1.0
u2840,-1,4,5,-0.2,0.8
u2838,3,0,3,1.0,0.0
u2828,-1,-1,3,-0.3333333333333333,-0.3333333333333333
u2837,1,-1,1,1.0,-1.0
u2830,1,2,3,0.3333333333333333,0.6666666666666666
u2832,0,1,4,0.0,0.25
u2835,2,1,4,0.5,0.25
u2834,1,8,9,0.1111111111111111,0.8888888888888888
u2842,0,2,2,0.0,1.0
u2836,1,5,7,0.14285714285714285,0.7142857142857143
u2839,2,2,4,0.5,0.5
u2841,1,1,1,1.0,1.0
u2843,6,7,11,0.5454545454545454,0.6363636363636364
u2844,1,2,5,0.2,0.4
u2847,7,8,56,0.125,0.14285714285714285
u2846,0,3,4,0.0,0.75
u2849,-1,3,12,-0.08333333333333333,0.25
u2850,3,1,15,0.2,0.06666666666666667
u2848,3,10,42,0.07142857142857142,0.23809523809523808
u2862,0,4,4,0.0,1.0
u2851,24,23,46,0.5217391304347826,0.5
u2856,30,37,85,0.35294117647058826,0.43529411764705883
u2861,4,4,10,0.4,0.4
u2852,18,19,33,0.5454545454545454,0.5757575757575758
u2853,2,-1,4,0.5,-0.25
u2859,1,1,4,0.25,0.25
u2855,4,6,6,0.6666666666666666,1.0
u2860,7,7,9,0.7777777777777778,0.7777777777777778
u2863,-1,1,1,-1.0,1.0
u2864,-1,2,3,-0.3333333333333333,0.6666666666666666
u2876,1,11,20,0.05,0.55
u2871,1,3,3,0.3333333333333333,1.0
u2866,1,0,4,0.25,0.0
u2868,-2,-2,12,-0.16666666666666666,-0.16666666666666666
u2869,1,1,1,1.0,1.0
u2870,1,1,1,1.0,1.0
u2865,0,0,0,,
u2873,0,0,1,0.0,0.0
u2878,3,2,3,1.0,0.6666666666666666
u2872,0,0,0,,
u2880,-1,-1,1,-1.0,-1.0
u2875,-3,4,7,-0.42857142857142855,0.5714285714285714
u2885,2,8,16,0.125,0.5
u2889,2,3,9,0.2222222222222222,0.3333333333333333
u2881,-2,2,2,-1.0,1.0
u2882,1,1,1,1.0,1.0
u2894,2,6,23,0.08695652173913043,0.2608695652173913
u2883,0,0,0,,
u2884,3,4,5,0.6,0.8
u2892,-1,-1,1,-1.0,-1.0
u2893,2,4,4,0.5,1.0
u2896,-2,0,2,-1.0,0.0
u2886,-1,-1,2,-0.5,-0.5
u2888,3,4,13,0.23076923076923078,0.3076923076923077
u2895,-3,0,9,-0.3333333333333333,0.0
u2890,0,0,0,,
u2903,1,1,7,0.14285714285714285,0.14285714285714285
u2909,1,3,8,0.125,0.375
u2906,-8,-2,10,-0.8,-0.2
u2899,3,5,9,0.3333333333333333,0.5555555555555556
u2904,1,2,7,0.14285714285714285,0.2857142857142857
u2900,1,2,3,0.3333333333333333,0.6666666666666666
u2901,2,0,7,0.2857142857142857,0.0
u2902,-1,0,2,-0.5,0.0
u2908,0,0,0,,
u2907,0,0,0,,
u2910,0,0,0,,
u2911,0,1,2,0.0,0.5
u2931,-1,-1,1,-1.0,-1.0
u2914,3,3,3,1.0,1.0
u2918,3,5,20,0.15,0.25
u2917,-3,1,3,-1.0,0.3333333333333333
u2916,5,1,5,1.0,0.2
u2923,1,1,1,1.0,1.0
u2925,-1,2,2,-0.5,1.0
u2926,-1,3,5,-0.2,0.6
u2930,0,-1,1,0.0,-1.0
u2922,-1,1,1,-1.0,1.0
u2919,-1,0,6,-0.16666666666666666,0.0
u2924,1,1,3,0.3333333333333333,0.3333333333333333
u2929,1,1,1,1.0,1.0
u2920,-1,-1,1,-1.0,-1.0
u2943,0,-1,3,0.0,-0.3333333333333333
u2938,4,9,31,0.12903225806451613,0.2903225806451613
u2932,3,4,5,0.6,0.8
u2934,3,4,6,0.5,0.6666666666666666
u2933,0,3,4,0.0,0.75
u2935,4,3,4,1.0,0.75
u2937,-2,2,9,-0.2222222222222222,0.2222222222222222
u2940,2,1,19,0.10526315789473684,0.05263157894736842
u2936,-1,1,1,-1.0,1.0
u2946,1,1,3,0.3333333333333333,0.3333333333333333
u2947,1,1,1,1.0,1.0
u2941,-1,1,1,-1.0,1.0
u2945,1,1,1,1.0,1.0
u2967,13,11,21,0.6190476190476191,0.5238095238095238
u2949,1,1,1,1.0,1.0
u2950,1,1,2,0.5,0.5
u2957,5,8,17,0.29411764705882354,0.47058823529411764
u2961,1,1,1,1.0,1.0
u2951,-2,-2,5,-0.4,-0.4
u2958,5,2,22,0.22727272727272727,0.09090909090909091
u2955,1,-1,1,1.0,-1.0
u2965,0,1,1,0.0,1.0
u2970,-2,2,2,-1.0,1.0
u2953,-1,-1,1,-1.0,-1.0
u2960,1,1,1,1.0,1.0
u2968,0,1,4,0.0,0.25
u2966,0,1,4,0.0,0.25
u2963,0,0,0,,
u2959,0,2,2,0.0,1.0
u2964,0,-1,2,0.0,-0.5
u2971,2,3,4,0.5,0.75
u2980,-1,1,11,-0.09090909090909091,0.09090909090909091
u2974,-1,4,9,-0.1111111111111111,0.4444444444444444
u2972,-1,-1,1,-1.0,-1.0
u2973,-1,1,1,-1.0,1.0
u2975,-5,-1,8,-0.625,-0.125
u2984,0,0,0,,
u2977,0,2,4,0.0,0.5
u2976,-1,2,5,-0.2,0.4
u2982,0,0,2,0.0,0.0
u2985,0,0,0,,
u2988,-1,2,7,-0.14285714285714285,0.2857142857142857
u2987,0,0,2,0.0,0.0
u2997,-6,3,18,-0.3333333333333333,0.16666666666666666
u2991,0,3,6,0.0,0.5
u2994,0,1,2,0.0,0.5
u2993,-4,4,8,-0.5,0.5
u2992,-2,-2,2,-1.0,-1.0
u3003,-2,0,2,-1.0,0.0
u2995,1,4,4,0.25,1.0
u3002,0,0,0,,
u3001,5,3,7,0.7142857142857143,0.42857142857142855
u3005,-1,-1,1,-1.0,-1.0
u2999,0,2,4,0.0,0.5
u3017,0,0,0,,
u3007,0,3,7,0.0,0.42857142857142855
u3012,0,3,10,0.0,0.3
u3008,1,1,4,0.25,0.25
u3014,-1,1,1,-1.0,1.0
u3009,0,0,0,,
u3010,0,0,0,,
u3011,-2,2,2,-1.0,1.0
u3021,0,0,0,,
u3020,-4,2,8,-0.5,0.25
u3022,1,3,3,0.3333333333333333,1.0
u3016,-1,1,1,-1.0,1.0
u3018,-1,1,1,-1.0,1.0
u3019,-1,1,1,-1.0,1.0
u3025,3,4,11,0.2727272727272727,0.36363636363636365
u3031,-18,8,30,-0.6,0.26666666666666666
u3024,1,-1,3,0.3333333333333333,-0.3333333333333333
u3034,-6,6,24,-0.25,0.25
u3028,-4,7,7,-0.5714285714285714,1.0
u3026,-3,1,5,-0.6,0.2
u3036,-2,-1,2,-1.0,-0.5
u3027,-1,1,1,-1.0,1.0
u3030,-1,-1,1,-1.0,-1.0
u3037,1,1,1,1.0,1.0
u3033,0,0,0,,
u3035,0,1,1,0.0,1.0
u3038,5,5,13,0.38461538461538464,0.38461538461538464
u3047,4,4,6,0.6666666666666666,0.6666666666666666
u3039,-3,1,4,-0.75,0.25
u3043,94,77,154,0.6103896103896104,0.5
u3040,6,6,8,0.75,0.75
u3050,-3,11,51,-0.058823529411764705,0.21568627450980393
u3045,0,2,4,0.0,0.5
u3049,11,8,21,0.5238095238095238,0.38095238095238093
u3042,1,0,5,0.2,0.0
u3041,1,3,5,0.2,0.6
u3051,-1,2,3,-0.3333333333333333,0.6666666666666666
u3044,4,6,9,0.4444444444444444,0.6666666666666666
u3046,8,7,11,0.7272727272727273,0.6363636363636364
u3052,3,2,8,0.375,0.25
u3048,1,1,1,1.0,1.0
u3057,81,114,213,0.38028169014084506,0.5352112676056338
u3053,4,4,4,1.0,1.0
u3054,3,3,3,1.0,1.0
u3062,0,12,20,0.0,0.6
u3055,1,11,16,0.0625,0.6875
u3059,28,26,39,0.717948717948718,0.6666666666666666
u3056,0,-3,12,0.0,-0.25
u3061,11,12,13,0.8461538461538461,0.9230769230769231
u3060,2,2,2,1.0,1.0
u3058,44,65,98,0.4489795918367347,0.6632653061224489
u3063,1,1,2,0.5,0.5
u3064,-1,1,1,-1.0,1.0
u3065,-3,-2,5,-0.6,-0.4
u3074,-1,4,16,-0.0625,0.25
u3072,0,6,12,0.0,0.5
u3075,10,46,107,0.09345794392523364,0.42990654205607476
u3067,1,4,7,0.14285714285714285,0.5714285714285714
u3077,-3,3,5,-0.6,0.6
u3070,-2,1,2,-1.0,0.5
u3069,-1,1,1,-1.0,1.0
u3078,-1,3,3,-0.3333333333333333,1.0
u3071,-1,1,1,-1.0,1.0
u3073,-9,0,14,-0.6428571428571429,0.0
u3076,-1,-1,2,-0.5,-0.5
u3079,-1,-1,1,-1.0,-1.0
u3088,91,91,173,0.5260115606936416,0.5260115606936416
u3080,0,-1,4,0.0,-0.25
u3081,2,4,5,0.4,0.8
u3082,3,1,5,0.6,0.2
u3090,-4,6,16,-0.25,0.375
u3083,2,1,7,0.2857142857142857,0.14285714285714285
u3092,32,23,38,0.8421052631578947,0.6052631578947368
u3085,1,1,3,0.3333333333333333,0.3333333333333333
u3084,0,2,4,0.0,0.5
u3086,-1,1,7,-0.14285714285714285,0.14285714285714285
u3087,4,3,5,0.8,0.6
u3091,16,8,19,0.8421052631578947,0.42105263157894735
u3089,1,-1,1,1.0,-1.0
u3094,-2,-3,10,-0.2,-0.3
u3102,3,10,13,0.23076923076923078,0.7692307692307693
u3098,-4,5,12,-0.3333333333333333,0.4166666666666667
u3095,0,2,2,0.0,1.0
u3105,9,-1,44,0.20454545454545456,-0.022727272727272728
u3097,0,0,1,0.0,0.0
u3096,4,-2,8,0.5,-0.25
u3112,2,0,10,0.2,0.0
u3111,-3,2,7,-0.42857142857142855,0.2857142857142857
u3109,2,2,2,1.0,1.0
u3103,1,4,5,0.2,0.8
u3107,1,0,1,1.0,0.0
u3099,0,0,0,,
u3100,1,1,1,1.0,1.0
u3104,-5,-1,7,-0.7142857142857143,-0.14285714285714285
u3116,-1,1,1,-1.0,1.0
u3108,1,1,1,1.0,1.0
u3113,0,0,0,,
u3106,6,5,6,1.0,0.8333333333333334
u3115,0,0,0,,
u3117,8,9,28,0.2857142857142857,0.32142857142857145
u3122,6,13,25,0.24,0.52
u3125,9,12,51,0.17647058823529413,0.23529411764705882
u3118,0,4,9,0.0,0.4444444444444444
u3119,0,2,2,0.0,1.0
u3121,0,0,0,,
u3124,-2,10,16,-0.125,0.625
u3123,-3,7,9,-0.3333333333333333,0.7777777777777778
u3126,-1,1,1,-1.0,1.0
u3128,20,16,20,1.0,0.8
u3139,123,159,288,0.4270833333333333,0.5520833333333334
u3129,3,14,29,0.10344827586206896,0.4827586206896552
u3134,3,3,3,1.0,1.0
u3138,5,9,11,0.45454545454545453,0.8181818181818182
u3140,3,11,22,0.13636363636363635,0.5
u3132,16,12,38,0.42105263157894735,0.3157894736842105
u3137,5,8,11,0.45454545454545453,0.7272727272727273
u3136,0,2,2,0.0,1.0
u3142,-2,-2,4,-0.5,-0.5
u3143,1,2,3,0.3333333333333333,0.6666666666666666
u3154,5,13,29,0.1724137931034483,0.4482758620689655
u3157,4,15,47,0.0851063829787234,0.3191489361702128
u3145,-4,4,11,-0.36363636363636365,0.36363636363636365
u3152,-2,5,7,-0.2857142857142857,0.7142857142857143
u3150,-5,7,9,-0.5555555555555556,0.7777777777777778
u3146,1,1,2,0.5,0.5
u3148,-2,0,3,-0.6666666666666666,0.0
u3149,2,1,6,0.3333333333333333,0.16666666666666666
u3151,-1,-1,1,-1.0,-1.0
u3153,1,2,5,0.2,0.4
u3156,-2,2,2,-1.0,1.0
u3158,-1,2,3,-0.3333333333333333,0.6666666666666666
u3160,-1,1,1,-1.0,1.0
u3171,-12,12,64,-0.1875,0.1875
u3170,1,1,1,1.0,1.0
u3162,0,-1,16,0.0,-0.0625
u3168,0,0,17,0.0,0.0
u3172,-6,11,41,-0.14634146341463414,0.2682926829268293
u3163,-1,2,5,-0.2,0.4
u3164,-1,1,1,-1.0,1.0
u3165,-1,1,3,-0.3333333333333333,0.3333333333333333
u3177,1,1,1,1.0,1.0
u3176,-1,-2,3,-0.3333333333333333,-0.6666666666666666
u3169,2,2,2,1.0,1.0
u3174,-1,1,1,-1.0,1.0
u3175,-1,-1,1,-1.0,-1.0
u3178,-2,8,18,-0.1111111111111111,0.4444444444444444
u3180,12,17,26,0.46153846153846156,0.6538461538461539
u3179,-6,-4,10,-0.6,-0.4
u3183,1,-2,5,0.2,-0.4
u3182,-4,11,32,-0.125,0.34375
u3181,-1,4,5,-0.2,0.8
u3187,2,3,5,0.4,0.6
u3186,-2,5,17,-0.11764705882352941,0.29411764705882354
u3196,0,0,0,,
u3193,1,3,3,0.3333333333333333,1.0
u3188,0,0,2,0.0,0.0
u3194,0,0,0,,
u3189,-1,3,11,-0.09090909090909091,0.2727272727272727
u3191,1,1,1,1.0,1.0
u3195,1,-1,1,1.0,-1.0
u3192,1,1,1,1.0,1.0
u3197,-4,3,8,-0.5,0.375
u3204,2,9,37,0.05405405405405406,0.24324324324324326
u3198,-1,16,25,-0.04,0.64
u3201,-3,0,3,-1.0,0.0
u3206,0,0,0,,
u3199,0,1,1,0.0,1.0
u3200,1,-1,2,0.5,-0.5
u3207,1,0,2,0.5,0.0
u3202,0,0,0,,
u3203,0,0,0,,
u3205,2,0,2,1.0,0.0
u3216,0,8,15,0.0,0.5333333333333333
u3208,4,2,4,1.0,0.5
u3210,0,0,2,0.0,0.0
u3215,-3,4,16,-0.1875,0.25
u3217,-2,1,6,-0.3333333333333333,0.16666666666666666
u3211,-1,3,7,-0.14285714285714285,0.42857142857142855
u3213,2,2,7,0.2857142857142857,0.2857142857142857
u3212,-1,1,2,-0.5,0.5
u3214,-2,2,4,-0.5,0.5
u3209,1,0,1,1.0,0.0
u3218,0,0,0,,
u3221,1,2,4,0.25,0.5
u3219,0,0,2,0.0,0.0
u3224,0,0,4,0.0,0.0
u3225,2,1,5,0.4,0.2
u3220,5,3,7,0.7142857142857143,0.42857142857142855
u3226,3,3,3,1.0,1.0
u3228,4,3,4,1.0,0.75
u3227,0,0,0,,
u3229,2,0,2,1.0,0.0
u3230,-9,10,52,-0.17307692307692307,0.19230769230769232
u3233,-2,1,10,-0.2,0.1
u3241,1,2,4,0.25,0.5
u3238,4,2,7,0.5714285714285714,0.2857142857142857
u3236,-3,5,7,-0.42857142857142855,0.7142857142857143
u3242,3,0,3,1.0,0.0
u3232,0,1,3,0.0,0.3333333333333333
u3239,2,3,6,0.3333333333333333,0.5
u3237,1,0,1,1.0,0.0
u3240,0,0,0,,
u3235,8,1,8,1.0,0.125
u3231,-3,-2,3,-1.0,-0.6666666666666666
u3234,0,2,2,0.0,1.0
u3243,3,12,15,0.2,0.8
u3252,5,19,55,0.09090909090909091,0.34545454545454546
u3244,-3,5,5,-0.6,1.0
u3250,3,8,11,0.2727272727272727,0.7272727272727273
u3249,1,1,1,1.0,1.0
u3248,0,0,12,0.0,0.0
u3251,1,1,5,0.2,0.2
u3253,0,0,0,,
u3254,-2,5,7,-0.2857142857142857,0.7142857142857143
u3255,0,0,2,0.0,0.0
u3266,-4,5,53,-0.07547169811320754,0.09433962264150944
u3265,2,2,2,1.0,1.0
u3256,0,3,15,0.0,0.2
u3258,2,3,8,0.25,0.375
u3260,1,5,5,0.2,1.0
u3261,-8,-6,43,-0.18604651162790697,-0.13953488372093023
u3259,8,5,15,0.5333333333333333,0.3333333333333333
u3263,0,6,8,0.0,0.75
u3257,1,1,1,1.0,1.0
u3267,1,1,4,0.25,0.25
u3283,20,17,53,0.37735849056603776,0.32075471698113206
u3277,-4,11,30,-0.13333333333333333,0.36666666666666664
u3270,1,4,12,0.08333333333333333,0.3333333333333333
u3273,7,20,33,0.21212121212121213,0.6060606060606061
u3276,3,5,10,0.3,0.5
u3282,6,2,7,0.8571428571428571,0.2857142857142857
u3284,8,7,16,0.5,0.4375
u3274,2,2,2,1.0,1.0
u3285,-1,-1,1,-1.0,-1.0
u3280,0,0,0,,
u3281,-2,-2,2,-1.0,-1.0
u3296,17,15,23,0.7391304347826086,0.6521739130434783
u3286,0,0,0,,
u3287,20,20,35,0.5714285714285714,0.5714285714285714
u3292,3,1,5,0.6,0.2
u3293,63,48,124,0.5080645161290323,0.3870967741935484
u3290,0,1,1,0.0,1.0
u3288,3,7,11,0.2727272727272727,0.6363636363636364
u3298,1,2,3,0.3333333333333333,0.6666666666666666
u3291,2,4,4,0.5,1.0
u3297,0,-2,4,0.0,-0.5
u3294,-1,1,3,-0.3333333333333333,0.3333333333333333
u3300,1,1,1,1.0,1.0
u3308,92,117,210,0.4380952380952381,0.5571428571428572
u3301,1,2,4,0.25,0.5
u3302,20,20,47,0.425531914893617,0.425531914893617
u3303,21,28,48,0.4375,0.5833333333333334
u3306,9,5,12,0.75,0.4166666666666667
u3307,-1,1,1,-1.0,1.0
u3310,6,8,10,0.6,0.8
u3321,51,83,177,0.288135593220339,0.4689265536723164
u3311,4,11,23,0.17391304347826086,0.4782608695652174
u3312,2,4,4,0.5,1.0
u3313,2,2,3,0.6666666666666666,0.6666666666666666
u3316,27,30,39,0.6923076923076923,0.7692307692307693
u3314,0,4,4,0.0,1.0
u3326,-1,2,2,-0.5,1.0
u3315,1,3,5,0.2,0.6
u3322,3,4,5,0.6,0.8
u3317,1,-1,4,0.25,-0.25
u3323,3,4,5,0.6,0.8
u3318,3,5,9,0.3333333333333333,0.5555555555555556
u3319,0,0,0,,
u3320,4,0,4,1.0,0.0
u3324,7,5,19,0.3684210526315789,0.2631578947368421
u3327,4,6,6,0.6666666666666666,1.0
u3341,12,9,49,0.24489795918367346,0.1836734693877551
u3340,18,12,25,0.72,0.48
u3328,0,0,1,0.0,0.0
u3342,1,0,3,0.3333333333333333,0.0
u3330,8,13,23,0.34782608695652173,0.5652173913043478
u3339,0,2,2,0.0,1.0
u3332,0,0,0,,
u3334,0,0,0,,
u3335,1,0,1,1.0,0.0
u3336,0,0,0,,
u3338,4,-2,4,1.0,-0.5
u3343,0,0,0,,
u3347,10,14,17,0.5882352941176471,0.8235294117647058
u3344,16,23,28,0.5714285714285714,0.8214285714285714
u3352,16,23,37,0.43243243243243246,0.6216216216216216
u3353,35,48,92,0.3804347826086957,0.5217391304347826
u3345,46,45,85,0.5411764705882353,0.5294117647058824
u3351,-1,-1,1,-1.0,-1.0
u3346,3,4,5,0.6,0.8
u3350,-1,1,2,-0.5,0.5
u3354,0,0,4,0.0,0.0
u3357,-6,-6,22,-0.2727272727272727,-0.2727272727272727
u3368,5,2,9,0.5555555555555556,0.2222222222222222
u3358,3,7,8,0.375,0.875
u3359,0,1,2,0.0,0.5
u3369,1,1,1,1.0,1.0
u3367,4,2,13,0.3076923076923077,0.15384615384615385
u3360,3,0,3,1.0,0.0
u3370,4,3,5,0.8,0.6
u3362,0,0,4,0.0,0.0
u3366,1,7,10,0.1,0.7
u3365,-1,0,1,-1.0,0.0
u3378,1,0,1,1.0,0.0
u3371,0,0,0,,
u3390,11,3,34,0.3235294117647059,0.08823529411764706
u3373,6,6,6,1.0,1.0
u3379,4,3,6,0.6666666666666666,0.5
u3375,5,2,5,1.0,0.4
u3376,-1,1,1,-1.0,1.0
u3398,-1,1,7,-0.14285714285714285,0.14285714285714285
u3383,-2,2,2,-1.0,1.0
u3399,4,0,4,1.0,0.0
u3377,0,0,0,,
u3380,1,3,7,0.14285714285714285,0.42857142857142855
u3387,1,-3,8,0.125,-0.375
u3395,1,1,1,1.0,1.0
u3381,-2,-2,2,-1.0,-1.0
u3382,1,0,1,1.0,0.0
u3386,0,0,0,,
u3389,0,0,0,,
u3400,4,4,4,1.0,1.0
u3396,1,1,2,0.5,0.5
u3391,-3,2,3,-1.0,0.6666666666666666
u3397,2,2,2,1.0,1.0
u3392,0,0,0,,
u3394,0,0,0,,
u3416,1,0,1,1.0,0.0
u3403,-4,-3,6,-0.6666666666666666,-0.5
u3409,8,37,79,0.10126582278481013,0.46835443037974683
u3417,9,-2,15,0.6,-0.13333333333333333
u3404,2,0,2,1.0,0.0
u3413,4,4,11,0.36363636363636365,0.36363636363636365
u3405,1,1,1,1.0,1.0
u3420,6,5,6,1.0,0.8333333333333334
u3408,4,1,8,0.5,0.125
u3407,-1,1,1,-1.0,1.0
u3412,3,2,6,0.5,0.3333333333333333
u3406,2,1,2,1.0,0.5
u3410,0,6,6,0.0,1.0
u3414,3,3,9,0.3333333333333333,0.3333333333333333
u3421,3,1,3,1.0,0.3333333333333333
u3419,2,2,2,1.0,1.0
u3411,1,2,3,0.3333333333333333,0.6666666666666666
u3418,1,1,1,1.0,1.0
u3423,1,1,1,1.0,1.0
u3435,0,0,0,,
u3425,3,8,16,0.1875,0.5
u3437,1,2,5,0.2,0.4
u3436,1,1,1,1.0,1.0
u3429,1,1,1,1.0,1.0
u3427,1,1,1,1.0,1.0
u3431,-1,1,1,-1.0,1.0
u3426,0,2,2,0.0,1.0
u3428,0,0,0,,
u3438,-1,-1,1,-1.0,-1.0
u3439,0,0,0,,
u3443,5,13,19,0.2631578947368421,0.6842105263157895
u3442,-3,6,7,-0.42857142857142855,0.8571428571428571
u3447,0,0,0,,
u3449,0,-1,4,0.0,-0.25
u3451,3,0,3,1.0,0.0
u3446,0,0,2,0.0,0.0
u3450,1,1,1,1.0,1.0
u3468,8,3,19,0.42105263157894735,0.15789473684210525
u3464,9,4,20,0.45,0.2
u3465,12,11,12,1.0,0.9166666666666666
u3460,10,7,12,0.8333333333333334,0.5833333333333334
u3470,18,20,24,0.75,0.8333333333333334
u3454,18,13,20,0.9,0.65
u3455,8,8,11,0.7272727272727273,0.7272727272727273
u3456,11,18,39,0.28205128205128205,0.46153846153846156
u3461,55,46,109,0.5045871559633027,0.42201834862385323
u3466,25,19,31,0.8064516129032258,0.6129032258064516
u3452,6,6,13,0.46153846153846156,0.46153846153846156
u3459,0,4,5,0.0,0.8
u3462,22,14,24,0.9166666666666666,0.5833333333333334
u3469,8,6,11,0.7272727272727273,0.5454545454545454
u3471,9,4,9,1.0,0.4444444444444444
u3473,0,2,2,0.0,1.0
u3474,0,0,0,,
u3486,61,54,127,0.48031496062992124,0.4251968503937008
u3481,2,0,2,1.0,0.0
u3475,-2,2,2,-1.0,1.0
u3476,16,19,25,0.64,0.76
u3493,44,69,125,0.352,0.552
u3485,10,16,31,0.3225806451612903,0.5161290322580645
u3480,3,4,5,0.6,0.8
u3491,9,7,14,0.6428571428571429,0.5
u3482,1,3,3,0.3333333333333333,1.0
u3484,1,0,7,0.14285714285714285,0.0
u3488,18,8,39,0.46153846153846156,0.20512820512820512
u3489,5,5,8,0.625,0.625
u3494,5,5,8,0.625,0.625
u3487,0,0,0,,
u3490,1,1,3,0.3333333333333333,0.3333333333333333
u3507,4,7,8,0.5,0.875
u3495,21,15,28,0.75,0.5357142857142857
u3501,12,10,40,0.3,0.25
u3497,51,85,189,0.2698412698412698,0.4497354497354497
u3509,2,0,10,0.2,0.0
u3496,1,1,1,1.0,1.0
u3500,8,6,12,0.6666666666666666,0.5
u3504,10,9,25,0.4,0.36
u3502,2,2,5,0.4,0.4
u3499,1,1,1,1.0,1.0
u3519,-4,0,59,-0.06779661016949153,0.0
u3511,-1,6,7,-0.14285714285714285,0.8571428571428571
u3512,2,6,9,0.2222222222222222,0.6666666666666666
u3513,0,1,5,0.0,0.2
u3518,-1,-4,6,-0.16666666666666666,-0.6666666666666666
u3516,-1,0,1,-1.0,0.0
u3517,4,0,11,0.36363636363636365,0.0
u3528,-1,1,1,-1.0,1.0
u3520,0,9,18,0.0,0.5
u3524,2,1,2,1.0,0.5
u3525,-1,8,22,-0.045454545454545456,0.36363636363636365
u3522,-1,2,12,-0.08333333333333333,0.16666666666666666
u3526,3,3,3,1.0,1.0
u3523,1,2,3,0.3333333333333333,0.6666666666666666
u3521,2,1,4,0.5,0.25
u3545,-5,5,36,-0.1388888888888889,0.1388888888888889
u3529,1,0,5,0.2,0.0
u3533,4,-5,12,0.3333333333333333,-0.4166666666666667
u3536,-1,2,4,-0.25,0.5
u3532,6,1,16,0.375,0.0625
u3535,-1,2,5,-0.2,0.4
u3540,1,1,1,1.0,1.0
u3531,0,0,0,,
u3543,-1,3,8,-0.125,0.375
u3534,1,1,1,1.0,1.0
u3537,-1,-1,2,-0.5,-0.5
u3547,1,3,5,0.2,0.6
u3538,0,0,0,,
u3541,1,1,1,1.0,1.0
u3542,-1,-1,1,-1.0,-1.0
u3544,2,-1,4,0.5,-0.25
u3548,1,5,7,0.14285714285714285,0.7142857142857143
u3549,4,15,46,0.08695652173913043,0.32608695652173914
u3557,8,24,50,0.16,0.48
u3555,-8,7,46,-0.17391304347826086,0.15217391304347827
u3550,1,1,1,1.0,1.0
u3551,2,2,2,1.0,1.0
u3552,2,2,3,0.6666666666666666,0.6666666666666666
u3554,1,3,3,0.3333333333333333,1.0
u3558,0,0,0,,
u3556,1,-1,3,0.3333333333333333,-0.3333333333333333
